Review,Like
한마디로 인생영화네요. 즐겁게 잘 봤습니다  ,1
이런 고자 영화를 봤나  ,0
감독만을 위한 영화  ,0
"내가 피와 벌레를 싫어하는 걸 차치하더라도, 무슨 말을 하려는지도 모르겠더라.  ",0
관념과 철학적 사유는 좋으나...공감하지 못함을 서운해 하시지를 않기를...  ,0
일방적인 영화다. 관객 좀 고려해주시길  ,0
재미있음  ,1
"보통소년의 특별한 성장 이야기.. 감독도, 배우도, 아직은 성장 중~  ",1
주임공들이 전혀 학생같이 안생겨서 몰입도가 떨어짐. 딱봐도 30대로보임.캐스팅미스임.  ,0
철부지들의 쓰레기 줄거리  ,0
이래서 엄마가 쟤랑 놀지마 라고 하는 이유가 다 있음. 참 끼리끼리 논다.  ,1
우울한 척만 하는 영화.  ,0
청소년들의 성장 이야기를 담은 영화들이 여럿 있지만 이 영환 그저 그런듯...진짜 배우들이 학생같이 안생겨서 몰입도가 떨어진다 ㅋ  ,1
줄거리가 좋았습니다좀 아쉬운건 카메라를 더 좋은걸 썻으면.. 조금 덜 지루했을텐데..그리고 줄거리'소개'에 틀린것이 있더라고요.  ,1
그저아무말없이봤습니다빠졌네요  ,1
정말 좋은 영화네요...앞으로도 이런 영화 많이 기대할게요^^  ,1
간만에 좋은 영화 봅니다. 키노아이 독립영화제!!! 이런 좋은 영화 좀 많이 봤으면...  ,1
감독 OOO끼야 범죄자가 기형아 안면 장애 새끼한테 싸움 쳐 발리는게 말이되냐?  ,0
장르에 공포를 빼고 코미디를 넣는게 더 나은 방법일듯  ,0
초반 3분간이 이 영화의 클라이맥스였다.이후로는 그냥 바보들의 행진  ,0
징그럽기만 하네.....  ,1
말할 가치도 없는 희대의 쓰레기 영화다  ,0
보트 구멍내고 싸울때 여자애 기절해 있다가 벌떡 일어나는거 개웃김 ㅋㅋㅋㅋ  ,1
이 영화 상영하던 극장안이 데드캠프였을듯  ,0
솔찍히 평보고 눈썩을 각오하고 봤는데 그냥 볼만은하네 ㅎ  ,1
제이슨 급 피지컬을 보여주는 기형아 ㅋㅋㅋㅋ 나름 꿀잼ㅋㅋㅋ 존나웃김ㅋㅋㅋ  ,1
보고싶은데 볼수가 없다  ,0
잘 만들어진 영화라고 생각됩니다. 드라마에 강약이 적당히 반복되고 억지스럽지 않아서 좋습니다. 연기도 좋구요. 기자평점이 낮은이유를 모르겠네요.  ,1
영화는 평점에 비해서는 솔직히 괜찮은듯...추자연 연기쫌 하는듯...  ,1
한수연씨 진짜매력적이야..  ,1
재밌던데요??ㅋㅋ  ,1
맛깔나는 캐릭터에 맛깔나는 연출. 군더더기 없는 진행도 그렇고 참 재밌게 봤습니다. 추자연씨 연기  참 좋네요^^  ,1
충분히 현실적인데ㅎ 생각보다 재미나게 봐서10점  ,1
선배의 부인에 대한 동주의 대담한 구애가 비현실적으로 느껴졌다.  ,1
연기 다들 잘하시고 공감 할 만한 영화입니다. 참신하진 않지만 지루하지도 않음!!  ,1
재밌게 봤습니다~ 배우들 연기도 좋았어요  ,1
"기대하지 않아서 더 좋은 영화, 위험하고 가볍지만 예리하다.  ",1
'당신에게 일어나는 모든 일을 단순하게 받아들여라' 인생(문제)자체가 불확실한데 답이 확실하겠는가. 영화의 결말과 함께 다시 한번 묻게 된다. '그게 그렇게 중요한가?'  ,1
"세상사 모든 것 심각해하고 무겁고 힘들어 할 것 없다고. 다 지나가고, 지나가면 또 더 큰 것 내지 새로운 문제거리가 생긴다고. 그것이 우리 삶이라고 위로하네!  ",1
"때론 희망보다 냉소가 필요한 이유.. 아무것도 아니라는 것, 아무 의미도 없다는 것을 받아들이면 인생이 편해진다.  ",1
내내 낄낄거리다 종내 섬뜩해진다.  ,1
답 없는걸 이미 알고 있는데 불확실성 원리를 왜 풀어내냐고? 답 없는 인생을 왜 사냐는 질문을 하는것과 다를봐없지.  ,1
인생이라는 것이 원체 불확실한 것인데 문제에 대한 답이 어찌 확실할수 있으랴  ,1
말로 표현하지 못할 정도로 우울하다  ㅜㅜ  ,1
감독의 의도나 영화가 던지는 메시지는 알겠으나 조금 난해하다.  ,1
코엔 최고의 걸작. 그건 그렇고 화질은 죽이게 좋았다  ,1
부들부들잼. 나는 그냥 다 필요없고 영화 보는 내내 래리가 울지 말고 이런 씨발 세상이 OO으니 나도 내 좆대로 살래 한 마디만 했으면 좋겠다고 생각했다.. 그리고 래리 건강에 대해서는 안타깝지만 주변 상황이 1급 발암물질인데 어쩌겠음 암선고 받을 듯  ,1
한국 영화의 대작... 숨겨진 1000만 영화... 몰입도 최고 왜 이게 7점인지 이해가 안됨... 최소 8.5는 넘어야 한다고 생각  ,1
"이영화가 7.58이라니 믿을수없다 하정우,김윤석의연기는 한국영화사에 남을 수작인데..스토리도 잼있고 현실적이다  ",1
평점이상함 9점언저리 영화임 ㅇㅇ  ,1
적어도 8점은 되는 영환데 평점이 낮네요 상당히 잔인해사 그렇지 재미는 있습니다  ,1
두번봐야 제대로 이해될 듯  ,1
영화사상 최강의 캐릭터 면정학! 강철중도  아저씨원빈도 심지어 제이슨본도 소뼈를 든 그를 이길순 없다. 킬링 타이밍 최강! 내구도 더더욱 최강! 어벤져스말곤 인간계 최강의 캐릭터!!!  ,1
난 황해가 정말 우리나라 영화역사사상 걸작이라 생각한다. 몰입도나 스토리 배우연기 리얼리티 등등 사상최고  ,1
"이렇게 치밀하게 짜여진 스토리가 어설프다니...이 영화는 추격자를 뛰어넘는 수작입니다. 잔인한 이 사회를 여과 없이 보여주고, 현재 조선족들이 겪고 있는 부당한 처우와 인식들을 사실적으로 표현했습니다. 게다가 헐리우드 액션에 버금가는 추격씬까지...  ",1
너무 좋았다...나의 생존본능을 꿈틀이게 하는 처절한 영화.솔직히  베를린이나 도둑들하고는 차원이 다르다고 생각함.산속에서 울던 구남이랑 그 찢어진 운동화가 잊혀지지않는다. 음침하고 묵직하고 불편하고 그래도 또 보고싶은 정말 슬픈 영화.  ,1
완성도 높은작품입니다. 7점대는 너무 짜요..... 최소한 9점이상은 되야하는데  ,1
도깨비세상이 너무 멋져요♥  ,1
강추예요 가슴따뜻한 영화였습니다  ,1
달달한(?)영화 였다...개인적으로 감동있게 보았다..그리고 영화에서의 주인공에게 일어난 일이..10년전에 내 가족중에게서 일어난 일을 떠올리게 한다는...ㅠ.ㅠ  ,1
이거완전감동많이주고 자고있던감성을깨워주네요.....  ,1
존경합니다. 그리고 응원합니다.  ,1
저 상황에서 나는 무엇을 할 수 있었을까..  ,1
"왕3,,  ",1
잔잔함이... 내머릿속에 남네용^^  ,1
진짜 재밌게봤습니다 볼만하구요 감동적이네여 다들감수성이없으시네..  ,1
슬픈 여운이 남는 영화. 그래도 엔딩에서 밝혀지는 빛의 정체때문인지 희망이 느껴진다.  ,1
그냥 잔잔함이 전부인 영화... 감동도 없고 이건 뭐지 하면서 봤네요 ㅋㅋㅋ  아역배우랑 서지혜씨 보면서 겨우 마지막까지봤음...  ,0
나는 진짜 토르가 브래드피튼줄 알았다;;  ,1
"동물가게에서 ""말을 주시오""할때 존나 뿜었넼ㅋㅋㅋㅋ  ",1
로키 출생의비밀 듣고 오열할때 연기쩌네 ㄷㄷ 확실히 마블이 히들스턴 잘 캐스팅 한듯  ,1
신이 슈퍼히어로가 되는 순간  ,1
결말이 살짝 아쉬웠지만 훌룡함!특히 CG가 정말 멋져서 ㅠ마블 팬이라면 추천!  ,1
토르랑 제인 어정쩡하고 스토리도 유치한데 로키연기때문에 점수높아졌다 눈물그렁그렁 귀여운...감수성 예민한 로키를 보니 좋구나  ,1
예쁜 로키ㅋ  ,1
다크월드가 기대된다  ,1
안타까운 악당. 다혈질 영웅  ,1
볼만 했던 영화~^^ 토르2 기대되네용  ,1
스토리가 부모님이 계시지 않은 영화  ,0
데드풀에서 웨이드가 녹색슈트는 안된다는게 이뜻인가ㅋㅋㅋ  ,1
영화 볼줄 모르네 판타스틱 4 보고 오면 10점 줄 수 밖에 없을거다  ,1
이거 잘됐으면 저스티스리그 나오는데 ㅠ  ,1
"안녕, 데드풀2 관람자들?!  ",1
"이걸 같이 보자고 하는 사람에게는 이렇게 답해주자. ""아니다 이 악마야!""  ",0
DC코믹스의 영화 프로젝트들을 나락으로 빠트린 졸작. 원작에서는 할조던을 포함해 그린랜턴들을 죄다 이기는 패럴렉스가 여기서는 할조던 한명한테 패배한다. 참나.  ,0
미래에서 왔습니다 이제 그린랜턴은 존재 하지 않습니다  ,1
이제 큰물에서 노는거야!! (탕)  ,1
그린호넷보다는 낫다.  ,0
"도대체가 왜 이렇게 평점이 낮은지 이해가 안되네 쉬즈더맨,늑대소년 같은 3류영화한테는 8~9점주면서..우리나라 사람들 그렇게 영화보는 수준이낮은건가 아니면 네이버 수준이 낮은건가  ",1
테일러나와서 ㅋㅋ  ,1
스위프트때문에 10점  ,1
8점이 적당한데 테일러 스위프트 때문에 2점 더줌.... 테일러 너무 귀여워...!!!!  ,1
"정말 따뜻한 영화다. 사랑하면 절실해지고 힘들어지고 어렵지만서도 그래도 사랑하고 싶다고 느꼈다. 이 영화는 오히려 사랑을 안하고 있는 사람들에게 추천한다. 사랑하고싶어질거다. 러브엑츄얼리와 비슷하지만, 사랑에 대해 좀더 현실적으로 그린 점이 좋았다.  ",1
테일러 스위프트 !  ㅋ  ,1
자기전 행복한 영화내가 좋아하는 배우들 다 나와서 좋다 이런 영화도 하나쯤 필요하다  ,1
엠마로버트때문에 봤는데 나름 보기 좋았다 ㅋㅋ 귀족 캐스팅이야 영화가 아주  ,1
just i can't undertand why the introduction of movie say alba is the maincharacter :l  ,1
나오신 배우들이 쩌는구만....  일단 테일러 스위프트 짱  ,1
"아이가 액자를 모으는 취미를 가진 이유가 이 영화의 주제다. 그 이유를  알았을때 정말 마음한켠이 뭉클하더라, 아이에겐 정말 필요한것이 무엇인지 다시 한번 느꼈다.  ",1
네이버평점 믿지 마세요 분명 볼만한 영화에요  ,1
평점이 왜이런지 모르겠다ㅋㅋㅋ 진짜재밌고 엄청웃긴영화인데...완전 애기도 너무귀여워서 미칠거같고 둘다 연기도잘하고 너무 재밌었음  ,1
잔잔하다.제니퍼 이뻐.  ,1
내 아를 놔도.. 사나이네.. 쿨한 미국을 볼수 있었고.. 흐뭇하게 봤네요..  ,1
첨엔 좀 지루한 감이 있었는데 아이가 등장하면서 잼있었습니다.넘 사랑스런 아이~~  ,1
똥배나온 아이도 귀엽고... 질질 끄는 것 같아서 답답하긴 하지만 꽤 괜찮은 영화^^  ,1
보는내내 유쾌하고 시간 가는 줄 모르게 만드는 영화!추천  ,1
우스꽝스러운 미국영화 열자  ,1
제니퍼 애니스톤이 나온 영화는 다 좋다. 연기도 잘하고 이쁘고..  ,1
르브폰의 팬이라면 반드시 봐야하는 영화  ,1
아버지가없는르브론제임스는어머니와함께힘겹게살아왔다동네친구들과SVSM에진학한후고교막반우승을함께하였지작년어빙과러브없이골든스테이트에게2-4로진후올해도1-3르브론의체이스다운블락어빙의3점슛뱅러브의커리3점수비20日4-3으로고향클리블랜드에첫우승을안긴르브론^-^)V3  ,1
르브론에게 이런 비하인드스토리가 있었다니..슬램덩크 저리가라할 정도네요 그동안 개인적으로 르브론 안좋게 보았는데 미디어에서 악역으로 만들었다는 느낌이 조금씩 생깁니다 ㅎㅎ nba좋아하고 르브론 안다면 재밌게볼있을겁니다.브라더ㅋ 흑인특유의유대감도 인상적  ,1
농구 관심있으시면 무조건 보세요!!  ,1
농구 그 이상  ,1
최고ㅜㅜ  ,1
아.. Damn!이란 말밖에.... 최고다.  ,1
"NBA팬이라면 당연히 봐야되고, 농구를 잘 모르는 분이라도 적극 추천!! 이건 르브론 제임스를 위한 스타 찬양 다큐가 아니다.  ",1
ㅜㅜㅜ진짜재밋다  ,1
최고의 영화입니다. 최고의 영화 최고의 영화입니다.  ,1
솔직히 꼬마애 진짜 짜증남 하나부터 열까지 도움 안됨 킴이 젤 불쌍합 아빠도 지딸에 정신팔려서 끌려들어가는 킴 보고만있는것도 어이없고 - - 상식적으로 킴이 더 위험했고 붙잡아 줬으면 끌어낼수도 있었을텐데 보는 내내 꼬마애때매 짜증나고 속터짐  ,0
환기구 입구를 막고 연막탄을 터트리던가 세스코를 부르세요  ,1
보다가 답답해서 암걸릴뻔  ,0
딸년  짜증  아빠넘 호구 케이트홈즈만 정상인...한마디로 보면 스트레스 쌓이니까 보지마라.  ,0
그럴싸하게 보이지만 허술하고 부실하다.  ,0
영화를 보는내내 답답하고 결말은 찝찝함. 그리고 아빠놈은 무능력자  ,0
아빠 이 답답한 놈. 그냥 내가 영화에 들어가 죽여버리고 싶네.  ,0
"길예르모 델 토르 감독.판의 미로 이후로 본 영화들은 죄다 기대 이하.. 기대는 안하고 봤는데,가끔씩 긴장감과 막판에 재미가 있었지만,러닝타임 내내 너무 평범하고 약간 지루함도 있다.마지막 킴의 목소리는 조금 의외~괴물?들이 작아서인지 넘 유치하기도;  ",1
킴이 결국 이빨요정되는건가??마지막목소리가 킴인데  ,0
아빠가 죽었어야 하는 영화  ,0
"딱! 초반 10분만 재밌는 영화, 흥미로운 소재를 가지고 이렇게까지 형편없게 할줄이야,  ",0
쥰나 지루하고 재미없다.  애들도 안보것네. 그리고 감독은 왜 악역에 동양인을 캐스팅했을까?ㅋㅋㅋㅋㅋㅋㅋㅋ나참ㅋㅋㅋㅋ  ,0
"신인때나 하던 복고 코미디를 다시 하는 브랜든의 처절함.  켄정의 약빤듯한  외계어 연기, 블루라군 초절정 미녀의 망가진 모습만 기억에 남는 영화. 킬링타임용 영화론 그럭저럭..  ",1
정신줄놓구 막싸지르기로 작정하면 얼마든지 가능함을 보여주는 영화. 브랜든과 켄정의 연기빼구는 볼것없는 허접함.  ,0
블루쉴즈46살 아닌가??왜 저리 늙었니  ,0
유치원수준의 스토리에 브랜든프레이저의 미친 아저씨몸매+브룩쉴즈의 미친 60살 얼굴  ,0
[3점] 그만하자 너무 식상하다  ,0
진짜 못참을 정도로 망작이었다.  ,0
지루한 러닝타임.뻔한 미국식 결말 6점이 제격  ,1
"완전완전 애들영화..,  ",0
이상한 영화들 9점대에 수두룩한데 네이버 평점 정말 믿을게 못되는구나~취향의 차이를 떠나서 이 영화를 지루하다는 이유로 영화에 담긴 목소리도 못 듣고 깎아내리는 사람들은 이 영화를 볼 수준이 못되는 듯 합니다.  ,1
"이 영화의 씬 하나, 대사 하나가 내가 우울증을 앓았을 때의 모습과 일치해서 가슴이 아팠다. 소장해서 몇 번씩 보고싶다.  ",1
모두가 다 공감해야만 10점을 받는것은 아니라고 봅니다. 대책없는 살인이야기와폭력이야기가 주류인 영화속에서...조용하면서도 우아한 경종을 우리는 영화였습니다. 멜깁슨의 그 처절한 연기력에 박수 한번 더 칩니다. 감독의 탁월한 표현력또한 감탄하구요..  ,1
10점을 주고 싶지만 영화 수준이 너무 높은지 대중적으로 사람들이 공감하지 못하는 듯 하여 9점을 줌.이 영화...그냥 집어본 영환데 보는 내내 감탄했다.이 표현력 구성력...카타르시스..소장하고 싶은 영화에 추가해봄.....  ,1
네이버 영화... 이게 코미디인가요? 무조건 사람과 인형이 있는 포스터만 보구 정한것 같네요.  ,1
비버는 회피를 통해 거짓 행복을 가져다준다. 진정 행복해지려면 숨지 않고 거짓말하지 않고 상처와 맞짱떠야 한다. 그러면서 기꺼이 나와 함께 해주는 주위의 사람들을 늘 기억할 것..  ,1
"이렇게 우울증을 잘 묘사한 영화는 드물 것이라고 생각한다. 과거를 통째로 지워버리고 싶고, 스스로도 괴롭지만 주변에 해만 끼치는 것 같아 더 괴로워하는 멜깁슨의 모습이 바로 내 모습이었다. TV 인터뷰하는 장면에선 눈물이 흐를 수밖에 없었다.  ",1
"겉은 한없이 유치하지만, 속은 끝없이 깊은 영화  ",1
"슬프다, 안타깝다, 그렇지만 희망이 보이는 영화  ",1
"아무리 절박해도 내가 비버는 될수 있지만 비버가 내가 될 순 없지, 그럼  ",1
주인공에 감정이입해서 봤더니 스릴만점 내가 다 고통스럽다  ,1
나홀로 집에 성인버전.  ,1
한 번 모신 고객은 끝까지 책임지는 투철한 직업 의식  ,1
일단 공포/스릴러 영화에서.....가장 중요한 긴장감과 스릴은 있다!!  ,1
평점이 너무 낮다. 난 재밌던데. 밀폐된 공간에서 이뤄지는 내용이라 긴장감도 있고 잔인함도 적당하고. 영화라는 걸 감안하면 딱히 부자연스러운 전개도 없지 않았나?  ,1
좁은공간에서 느낄수 있는 스릴감 공포감은 충분히 좋다  ,1
이야 몰입도 최강!  ,1
너무 무섭다 진짜 영화 땀줄줄난다.............헐  ,1
스릴쩐다  ,1
역대 스릴러중 최고의 긴장감  ,1
안타깝다~ 용두 사미 ㅠㅠ 갑수형 연기 대박 ㄷㄷ  ,1
중간에 삐걱하다 마지막편 엔딩곡에서 확 깨네;  ,1
메세지를 담고있는 공포 드라마  ,1
난 진짜 재미있게봤는데 시우역할에 초신성멤버랑 특히 신예 임주은씨의연기일품  ,1
"시청률에 좌우치않고 소신껏, 나타내고자한 메세지를 훌륭히 전달한제작진에게박수를.  ",1
오랜만에 제대로된 드라마.  ,1
연기도좋고 스토리좋고 욕하는이유를모르겠네 또보는중이에요 ㅎ  ,1
재밌다  ,1
나름 재밌게 봤던 기억이...  ,1
결말만 완벽했으면 시청률집어치우고 명작이되었을껀뎅..  ,1
에휴... 영화 자체로 보면 진짜 10점도 모질란다... 기독교적인 마인드가  있지만 그래도 이건 최고의 수작이다... 평점 너무 낮다 진짜 ㅡㅡ 나도 영화 까다롭게 보는 사람이지만 이건 진짜 적어도 8점이상이다ㅡ 안본사람들 꼭 보길바랍니다!!!  ,1
씨네21 김종철  저인간 도대체 뭐하는 인간인가요 나무아미타불 관세음보살..? 성의가 없는건지 뭔 말도안되는 허세인지 어이가없어서 말도안나오네요.. 전문가평점란 그냥 아예 없애버렸으면 좋겠습니다  ,1
멍충이들아 성경을 세상을 지배할 수 있는 책이라고 치켜세우는건 악당인 카네기지 일라이가 아냐.. 그리고 후반부에 일라이덕에 써진 성경이 꽃혀질땐 옆에 다른 종교들의 성전들도 있었고.. 그러니까 종교적인 이유보단 인류 자체를 보존한다는 성격을 띈거지  ,1
재미있었음.  ,1
평점 왜이래? 기독교색 있어서? 난 무신론자이고 반기독교 성향이 강하지만 재밌게봤다. 이 영화가 전달하고자 하는건 종교적인게 아닐텐데? 평론가 새끼들은 약처먹엇나? 저런 놈들이 평론가랍시고 돈처받다니 참.. 나무아비타불이뭐냐? 창피한줄알아라 평론가들아  ,1
이게 왜 개독영화냐 멍청이들아 게리올드만 대사중에도 나오지 않냐 자기가 도시 무지한 자들을 마음대로 부릴 수 있는 가장 큰 무기가 종교라고 직접적으로 말하는데도  ,1
재밌는데 평점이 왜이래. 8점 이상은 줘야지  ,1
마틴 루터의 종교개혁을 나타낸거랄까...종교영화라고 까는 애들은 영화를 못 보는것과 같지  ,1
김종철 평론가 짤라야된다.평론가 신분으로 저소리 떠들다간 평론가 위신 망치고말지  ,1
"시대적 배경만 미래였을뿐, 영화에서 보여주고자 했던 메시지는 잘 전달된 것 같습니다. 분위기와 영상미도 좋았구요^^오랫만에 여운이 남는 좋은 영화였습니다  ",1
배우와 자연이 연기한다.  ,1
"클래식 음악을 배경으로 산을, 인생을, 한걸음 한걸음 확실하게 딛는다.  ",1
허무함이 느껴지는 정상등정의 순간은 아쉽고 큰 변동없이 앞만보고 진행되는듯한 이야기의 단조로움은 지루함을 유발한다. 하지만 실제 산에 오르듯 차근차근 진행되는 긴 호홉의 묘미와 멋진 영상미는 영화전반에 흐르는 클래식과 유사한 느낌으로 멋드러지게 어울림  ,1
"50% 봤는데 영상 좋다. 일본 알프스, 산 좋아 하는 사람이면 good.!!  ",1
다시 봐도 이건 정말 명작이야  ,1
"오직 지도의 완성을 위해 목숨까지 걸었던 대단한 도전정신...내용전개는 다소 평평한 느낌이지만,특수효과나 별다른 기술없이스텝,배우 모두 실제로 등정하며 힘들게 촬영했다던 점이 더 많이 와닿아웬지모를 잔잔한 여운과 가슴 뭉클함이 전해져오던  ",1
영상미가  대박이요 ㅋㅋㅋ  ,1
목적과 목표가 있는 사람들의 집념. 자연풍광이 아름답게 그려졌다  ,1
"영상미가 , 돋보이는 , 수작입니다. 일본 아카데미를 휩쓸만 하네요.  ",1
이런 영화도 필요하다. 볼만한 영화였음. 대중적인영화는 아니므로 참고하시길.  ,1
데츠카 오사무원작의 훌륭함은 온데간데도 없는 영화.원작은 차이나타운처럼 사회비판  ,0
초반 액션씬부터 조잡하게 시작...스토리따라가기바쁜...졸작..  ,0
내가 원작을 안봐서 그런가?재밌는데???외국인들 연기는 소름돋을 정도로 못해서 그게 좀 아쉽ㅋㅋㅋ  ,1
배우의 똥폼...오바하지도 않아도 되는데 오바되는 감정연기.. 오히려 거북하다.  ,0
굿  ,1
후반으로 치닫을수록 급속도로 떨어지는 몰입도.  ,0
영화제에서 개봉해서 몇분만에 매진인 영화치곤 실망  ,1
으으~~ 이게 뭐야타마키 멋있지만.. 멋있는거 티내려는 영화같어 잠수할 때 진짜 폭소  ,0
국가를 향한 처절한 복수  ,1
"복수의 처절함이 느껴지지 않는군, 설정은 좋았는데  ",1
빨리 보고 싶습니다.  ,1
보고싶어요 진짜ㅠㅜㅜ  ,1
진짜  최고. 액션은  이미  우리가 아는 호빵맨이 아니다.  ,1
"와~놀랍다.의연출을,카와고에준에게 맡기다니...  ",1
마음에 듭니다.  ,1
좋아요.  ,1
기대 하겠습니다.  ,1
재미 있어요.  ,1
재미 있을 것 같습니다.  ,1
뭔가 한편의 연극같았던 영화. 역사 속에서 스러져간 개인들의 슬픈 인생...  ,1
파쇼에 가까운 공산 이념 보다 중요한 건 웃음과 유머 그리고 삶. 웃기고 슬프고 아름답습니다.  ,1
괴물의 시대... 마음을 울린다  ,1
이데올로기에 의해 짓밟힌 루마니아인들의 소련 공산주의에 대한 야유. 블랙코메디  ,1
유머와 감동까지 있는 작품이네요! 정말 좋았어요!  ,1
요근래 본 영화중 단연 최고입니다.. 한순간도 빠짐없이 흥미진진하고 유머러스하지만 심금을 울리네요  ,1
진짜 영화 소제가 참신했슴 슬랩스틱 코미디속에  블렉 코미디를 집어넣었다.  은위는 언플좀 하지말고 이것좋 보고배우333  ,1
웃픈 영화입니다.  ,1
"순수, 재치, 애수  ",1
비극 속에 소소한 희극을 곁들인 이안쿠와 마라를 위한 조용한 or 성대한 결혼식^-^o  ,1
우와 장난아니다.... OOO기야...  미치는줄....  ,0
한국에 대해 어설프게 아는 재미교포 3세들에게 물어보면서 영화 만든듯  ,0
왜 '0'점이 없을까..?  ,0
막장의 진수를 보여주다.  ,0
"아 OO, 제목에 낚였다  ",0
망가지는 방법도 가지가지  ,0
포스터 보면 진짜  기대 안되네요.  ,0
분리수거도 안돼는 쓰레기..  ,0
정말 쓰레기다...아트오브워 이건 아닌듯..  ,0
자자 이 영화도 낚시 갑시다~~ 평점 9.5를 향해~~ 출발~!  ,1
그저 가슴 수술녀의 이름만 궁금한 영화  ,0
영화대충만든듯하네요..그래도끝까지 보려고했것만..중간쯤에김창완안경에 촬영스텝비치는거보고 완전히허술하다는느낌밖에는...쩝...완전비추  ,0
김창완빼고 다 병. 명배우를 씹작에 투입시켜 싸잡아 욕먹게 만드는 감독은 반성해야 할거임. 김창완옹땜에 별점은 후하게줌.  ,1
꼭두각시와 닥터 올해 한국영화의 큰수확임..클레멘타인의 계보를이을 수작 두편이 같은시기에나왔다는건 정말 스페셜한 일이다. 보라 느껴라 그리고 분노하라.  ,0
돈내고 관람한 내가 희대의 호.구.  ,0
김창완의 소름돋는연기  ,1
수술대에서 심정지한 여자 이름 아시는분~  ,0
이영화의 젤큰반전은 공포영화라는거진심 그냥 영화가아니라 영상임 영상물 돈주고 봣음  ,0
30분부터 포기하고 개그물이라고 생각하고 보니까 기분이 한결 낫더라고여  재밌게봤어요~  ,0
사이코패스 영화 많이 봤지만 친근한 배우가 그런 역할을 하다보니 더 무서웠음  ,1
"아, 이 순수하게 빛나는 누벨바그의 첫사랑이여.  ",1
누벨바그가 낳은 명작 중 한편.. 우연적인 만남과 첫사랑 그리고 인생이야기.. 후반부 슬로우 모션 장면은 정말 감각적이고 아름답다. 로케이션 촬영된 낭트의 거리들과 자연광도 잊을 수 없으며 사랑과 인생 그리고 우연에 관해 이야기하는 주제도 좋다.  ,1
"존나 보고 싶네, 어디 구할수 있는데 없나  ",1
"잊을 수 없을꺼 같다..그 거리, 실내, 지나침, 우연...사람...슬로우 모션....  ",1
흠  ,1
흠  ,1
무언가 단순하면서도 좀더 의미 있는 듯한 이런 스타일의 영화가 마음에 든다  ,1
머가 가는가 했더니...그냥 집에갔넹..ㅋ  ,0
머가가는지....  ,0
아무도안햇어  ,1
그냥가 이거 보면 ㅋ  ,1
그냥 10점 열자채우기  ,1
그냥.... 양익준감독이좋아서  ,1
감정의 결이 옅어서 몰입할 수 없어.  ,0
그랬었던 모두의 기억..  ,0
독립영화와 단편영화를 사랑합니다. 잘 보았습니다  ,1
그닥  ,0
우왕ㅋ굳ㅋ  ,1
난3등  ,1
1등이네. ㅎ  ,1
저는 2등 입미다~  ,1
1등 이다 흐ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ  ,1
로이스터 김성근 김경문 이 3명의 감독이 이 시기에 한국프로야구를 한단계 더 올려놓지 않았나 쉽다. 지금은? 개판이다. 팀컬러도 없는 그저그런 안일한 플레이가 판치고 있으며 미래가 없다. 6위팀까지 승률이 5할이 넘는다. 이건 사상 유례없는 일이다.  ,1
김주찬 손아섭 조성환 홍성흔 이대호 가르시아 강민호 전준우 박기혁(문규현)사도스키 장원준 송승준 이재곤 김수완 배장호 강영식 김사율 허준혁 이정훈   임경완  ,1
"기아팬인데, 예고편만 봐도 멋지네요...이런 영화 아주 젛은 거 같아요. 현실성도 있고....다른 팀들도 이런 영하 나와야 할텐데..  ",1
처음엔 강민호팬이라서 보게된 영화였는데 보면볼수록 감동적이고 .. 롯데라는 팀이 이렇게 고난을 겪어서 올라온지 몰랐고 ^^.. 그냥 롯데짱짱맨!!  ,1
감명깊고 여운이 많이 남는 야구영화.  ,1
평점이 왜이러냐. 감동이다  ,1
감동의 야구 영화  ,1
롯데 화이팅 ㅋㅋ  ,1
음 좋네요.. 롯데팬이라 ㅋ다른 구단들 것도 나왔으면 좋겠네요  나는 호랑이다 등.  ,1
굿!!~  ,1
생생히 느껴지는 스무살의 외로움.  ,1
나의 것들을 보는 듯한 느낌. 최고의 영화.  ,1
"감성,미성년,유목하는소년,방랑자,그리고진정성  ",1
봐라 그럼 느껴질테니  ,1
볼만했다  ,1
약간 지루하지만..나름 볼만하다..  ,0
보는내내 베라와 엑슬을 업고다닌마냥 동화될수있었다. 세련된 성장영화.  ,1
영화를 보는 내내 취한 듯 꿈꾸는 기분이었다.  ,1
시간낭비.  ,0
버팔로 66같은 느낌... 꽤 괜찮음.  ,1
"네이키드런치의 음악도, 옴니버스로 펼쳐지는 영화도 참 좋았다.  ",1
스토리 구성이 단순하긴 했지만  배우들의 감정이 쉽게 전달 받을 수 있었다. 배우들의 본업이 가수다 보니까 음악이 상당히 인상 적이었다.  ,1
솔직히연기는기대안했는데 풋풋&순수함이느껴져서 나름좋았다고할까요ㅎ 음악은최고!!  ,1
우윳빛깔한희정  ,1
과장되지 않은 점은 매력이네요... 배경음악과 분위기 연기들도 의외로 좋았습니다  ,1
연기로는 서툴지만 음악과 표정으로 소통된 영화. 음악의 여운이 진하게  ,1
달달한 음악영화~~!! 포근한 내용이 정말 좋아요~~!!  ,1
뒤늦게 봤는데..잔잔하니 좋았습니다.  ,1
좋다  ,1
한국판 원스... 음악과 풋풋한 영상 좋다  ,1
음악과 영화가 조화롭네요 우앗  ,1
